time,open,high,low,close
09:30,7497.47,7499.27,7485.85,7492.64
09:31,7492.6,7498.37,7492.21,7497.17
09:32,7496.83,7500.27,7495.38,7499.58
09:33,7499.93,7500.82,7496.36,7496.36
09:34,7496.22,7497.81,7495.08,7497.8
09:35,7497.86,7498.91,7495.6,7498.64
09:36,7498.58,7500.53,7496.08,7498.42
09:37,7498.13,7499.9,7497.29,7499.18
09:38,7499.71,7499.71,7495.6,7496.37
09:39,7496.16,7499.48,7495.44,7498.99
09:40,7499.2,7499.2,7496.24,7496.67
09:41,7496.61,7500.77,7496.61,7499.32
09:42,7499.37,7500.28,7496.84,7497.7
09:43,7497.52,7500.61,7497.18,7500.57
09:44,7500.84,7502.52,7500.52,7501.3
09:45,7501.25,7506.23,7501.25,7505.45
09:46,7505.27,7506.27,7504.37,7505.46
09:47,7505.44,7505.44,7502.65,7503.05
09:48,7502.96,7504.61,7501.81,7504.16
09:49,7504.22,7505.15,7502.13,7502.83
09:50,7502.71,7503.4,7500.26,7500.75
09:51,7500.48,7503.63,7500.0,7500.82
09:52,7500.82,7505.23,7500.64,7504.24
09:53,7504.23,7505.72,7503.98,7505.34
09:54,7505.18,7506.96,7505.12,7506.96
09:55,7507.03,7507.79,7505.51,7507.79
09:56,7507.86,7509.76,7506.53,7509.76
09:57,7509.75,7512.61,7508.95,7512.6
09:58,7512.56,7512.56,7510.57,7511.64
09:59,7511.45,7513.24,7510.66,7513.24
10:00,7513.21,7514.74,7511.57,7514.03
10:01,7514.19,7514.5,7512.3,7513.57
10:02,7513.46,7514.02,7512.5,7514.02
10:03,7513.93,7515.31,7511.64,7512.7
10:04,7512.77,7515.23,7512.32,7515.23
10:05,7515.18,7519.22,7515.15,7519.15
10:06,7519.14,7519.14,7516.77,7516.77
10:07,7516.57,7517.02,7513.65,7513.67
10:08,7513.86,7513.86,7511.25,7511.67
10:09,7511.35,7512.23,7509.91,7510.13
10:10,7510.04,7512.01,7509.33,7511.45
10:11,7511.41,7513.24,7511.28,7512.1
10:12,7511.94,7512.74,7511.06,7511.06
10:13,7511.28,7511.28,7507.83,7508.16
10:14,7507.92,7508.91,7506.81,7507.79
10:15,7507.98,7508.53,7504.29,7505.51
10:16,7505.48,7506.4,7504.0,7505.46
10:17,7505.27,7505.74,7503.23,7505.74
10:18,7505.69,7506.07,7504.06,7504.58
10:19,7504.28,7506.66,7503.71,7506.66
10:20,7506.8,7509.1,7505.92,7509.1
10:21,7509.17,7509.29,7507.6,7508.37
10:22,7508.23,7508.27,7503.95,7503.95
10:23,7504.0,7504.01,7499.52,7501.12
10:24,7501.07,7501.56,7499.87,7501.37
10:25,7501.57,7502.68,7500.69,7501.64
10:26,7501.75,7502.04,7498.3,7498.3
10:27,7498.49,7499.74,7496.94,7498.38
10:28,7498.61,7499.82,7497.5,7498.54
10:29,7498.84,7499.87,7497.39,7499.0
10:30,7499.1,7500.5,7497.63,7498.43
10:31,7498.69,7499.31,7497.3,7499.31
10:32,7499.38,7503.16,7499.38,7502.93
10:33,7502.93,7503.36,7499.59,7499.59
10:34,7498.97,7499.27,7497.48,7497.48
10:35,7497.65,7498.47,7496.68,7498.04
10:36,7498.09,7499.56,7497.48,7499.2
10:37,7499.24,7499.74,7497.77,7497.8
10:38,7497.64,7498.56,7496.58,7497.91
10:39,7498.06,7498.36,7496.23,7498.36
10:40,7498.45,7499.74,7497.69,7497.76
10:41,7497.49,7498.22,7494.6,7494.6
10:42,7494.52,7495.88,7493.26,7495.02
10:43,7495.16,7495.16,7493.46,7494.39
10:44,7494.72,7494.9,7493.33,7493.33
10:45,7493.34,7495.71,7492.11,7495.52
10:46,7495.32,7499.68,7495.29,7498.48
10:47,7498.56,7498.56,7496.85,7497.48
10:48,7497.51,7499.71,7497.38,7498.28
10:49,7498.3,7498.84,7496.31,7498.55
10:50,7498.51,7498.78,7497.29,7498.15
10:51,7498.38,7498.74,7496.19,7498.59
10:52,7498.77,7499.64,7496.83,7496.83
10:53,7496.85,7499.89,7496.71,7498.17
10:54,7498.0,7501.4,7498.0,7499.4
10:55,7499.13,7499.13,7496.81,7498.54
10:56,7498.41,7500.02,7497.67,7499.26
10:57,7499.06,7502.28,7499.05,7502.14
10:58,7502.17,7505.5,7502.17,7505.08
10:59,7505.0,7505.37,7503.89,7505.1
11:00,7504.86,7507.06,7504.86,7506.6
11:01,7506.55,7507.02,7504.74,7504.95
11:02,7505.01,7506.17,7504.21,7506.17
11:03,7506.44,7507.99,7506.36,7507.43
11:04,7507.46,7509.48,7507.46,7508.68
11:05,7508.64,7510.23,7507.62,7510.1
11:06,7510.12,7511.1,7509.71,7510.36
11:07,7510.44,7511.83,7510.04,7511.65
11:08,7511.62,7512.0,7510.61,7512.0
11:09,7512.15,7513.09,7511.5,7511.8
11:10,7511.66,7514.95,7511.48,7514.95
11:11,7514.87,7515.67,7512.89,7513.14
11:12,7513.12,7514.56,7511.94,7514.56
11:13,7515.14,7515.19,7513.21,7514.38
11:14,7514.09,7514.83,7513.3,7514.83
11:15,7514.73,7515.34,7514.01,7514.98
11:16,7514.87,7515.27,7513.6,7514.83
11:17,7514.93,7515.03,7513.07,7513.07
11:18,7513.02,7513.02,7510.64,7510.64
11:19,7510.94,7514.16,7510.94,7514.16
11:20,7514.29,7516.76,7514.17,7516.68
11:21,7516.64,7516.78,7514.74,7514.79
11:22,7514.8,7515.97,7514.29,7515.97
11:23,7516.2,7516.53,7515.06,7516.47
11:24,7516.3,7518.74,7516.3,7518.39
11:25,7518.56,7519.64,7518.09,7519.64
11:26,7520.01,7521.11,7519.93,7521.0
11:27,7520.61,7521.84,7520.33,7521.81
11:28,7521.53,7522.22,7521.01,7521.78
11:29,7521.8,7522.15,7519.29,7519.8
11:30,7519.89,7520.62,7518.57,7520.41
11:31,7520.31,7520.4,7519.18,7519.3
11:32,7519.29,7519.68,7517.68,7518.3
11:33,7518.29,7518.41,7515.84,7516.3
11:34,7516.2,7516.2,7514.77,7515.41
11:35,7515.21,7516.57,7515.08,7516.57
11:36,7516.46,7516.46,7515.31,7516.16
11:37,7516.23,7516.24,7513.5,7515.01
11:38,7515.33,7516.26,7513.96,7514.62
11:39,7514.8,7514.8,7513.19,7514.34
11:40,7514.37,7517.15,7513.86,7517.01
11:41,7516.99,7517.31,7515.68,7516.2
11:42,7516.37,7517.25,7515.67,7515.67
11:43,7515.67,7515.97,7514.22,7514.72
11:44,7514.72,7515.73,7514.63,7515.3
11:45,7515.36,7517.97,7515.36,7517.56
11:46,7517.65,7518.62,7516.39,7516.39
11:47,7516.35,7517.94,7516.35,7517.92
11:48,7517.83,7519.13,7517.46,7518.58
11:49,7518.55,7519.06,7517.52,7519.06
11:50,7519.25,7519.91,7519.06,7519.26
11:51,7519.22,7520.49,7519.18,7520.19
11:52,7520.28,7521.69,7520.28,7521.38
11:53,7521.31,7521.51,7518.68,7518.68
11:54,7518.72,7519.37,7517.82,7518.39
11:55,7518.37,7519.63,7517.37,7519.63
11:56,7519.53,7519.63,7518.84,7519.28
11:57,7519.31,7519.35,7518.1,7519.17
11:58,7519.19,7521.31,7519.19,7521.21
11:59,7521.25,7523.05,7520.75,7523.0
12:00,7523.03,7523.53,7522.73,7522.76
12:01,7522.95,7523.04,7521.25,7521.44
12:02,7521.47,7521.93,7520.84,7521.85
12:03,7521.85,7521.88,7520.48,7521.41
12:04,7521.41,7522.61,7521.23,7522.61
12:05,7522.69,7523.57,7521.36,7523.57
12:06,7523.49,7524.78,7523.49,7523.76
12:07,7523.77,7524.37,7523.34,7524.31
12:08,7524.32,7524.32,7523.31,7523.59
12:09,7523.73,7523.98,7522.77,7522.95
12:10,7522.89,7522.99,7522.2,7522.7
12:11,7522.53,7523.37,7521.39,7521.43
12:12,7521.45,7522.77,7521.43,7522.2
12:13,7522.24,7522.9,7521.99,7522.44
12:14,7522.75,7523.77,7522.71,7523.02
12:15,7522.81,7524.35,7522.62,7522.89
12:16,7522.82,7523.73,7522.27,7522.63
12:17,7522.6,7523.78,7522.3,7522.88
12:18,7522.97,7524.94,7522.8,7524.94
12:19,7524.99,7525.33,7524.91,7524.97
12:20,7524.93,7524.95,7523.12,7523.83
12:21,7524.08,7524.34,7523.45,7523.79
12:22,7523.99,7524.9,7523.94,7524.36
12:23,7524.22,7524.75,7523.72,7523.72
12:24,7523.72,7524.47,7523.65,7524.25
12:25,7524.31,7524.71,7523.44,7524.45
12:26,7524.54,7524.54,7522.52,7523.61
12:27,7523.59,7524.5,7523.43,7523.51
12:28,7523.51,7523.66,7522.6,7523.66
12:29,7523.65,7524.51,7523.65,7524.13
12:30,7524.22,7524.39,7523.45,7523.95
12:31,7523.9,7524.91,7523.69,7524.06
12:32,7524.0,7524.35,7523.66,7524.35
12:33,7524.35,7525.84,7524.35,7525.78
12:34,7525.76,7525.94,7524.57,7524.87
12:35,7524.86,7525.14,7523.97,7524.31
12:36,7524.33,7524.53,7523.69,7523.73
12:37,7523.89,7524.16,7523.3,7523.45
12:38,7523.59,7524.9,7523.59,7524.79
12:39,7524.82,7524.87,7523.42,7524.01
12:40,7524.1,7524.28,7522.56,7522.61
12:41,7522.66,7523.35,7522.64,7523.09
12:42,7523.15,7523.41,7522.28,7522.51
12:43,7522.3,7522.88,7521.81,7522.22
12:44,7522.18,7523.31,7522.18,7522.96
12:45,7522.91,7524.21,7522.39,7522.62
12:46,7522.61,7523.21,7521.36,7521.36
12:47,7521.42,7521.69,7520.96,7521.29
12:48,7521.2,7521.91,7521.02,7521.8
12:49,7521.75,7522.09,7521.32,7521.56
12:50,7521.38,7521.92,7521.0,7521.83
12:51,7521.95,7522.42,7520.77,7520.89
12:52,7520.96,7521.97,7520.55,7521.86
12:53,7521.82,7522.0,7520.79,7521.2
12:54,7521.27,7521.51,7520.59,7520.85
12:55,7520.83,7523.68,7520.56,7523.65
12:56,7523.69,7524.21,7523.24,7523.86
12:57,7523.97,7525.15,7523.96,7524.68
12:58,7524.48,7524.74,7523.85,7524.52
12:59,7524.49,7524.49,7523.58,7523.88
13:00,7523.86,7525.23,7523.31,7525.12
13:01,7525.11,7525.11,7523.85,7524.04
13:02,7524.05,7524.05,7522.32,7522.32
13:03,7522.35,7522.63,7520.79,7521.48
13:04,7521.49,7521.49,7520.26,7520.82
13:05,7520.81,7521.48,7520.69,7521.21
13:06,7521.3,7521.69,7520.6,7521.49
13:07,7521.42,7523.17,7521.3,7522.91
13:08,7523.1,7523.1,7521.71,7522.23
13:09,7522.14,7522.28,7521.23,7521.87
13:10,7521.93,7522.09,7520.87,7521.25
13:11,7521.32,7521.64,7520.59,7521.01
13:12,7521.03,7521.3,7520.32,7520.65
13:13,7520.67,7520.7,7519.82,7519.99
13:14,7519.92,7519.92,7518.43,7518.99
13:15,7518.83,7519.06,7517.19,7517.64
13:16,7517.61,7518.66,7517.61,7517.9
13:17,7518.0,7519.46,7517.94,7519.36
13:18,7519.29,7519.68,7518.67,7518.89
13:19,7518.89,7519.17,7518.09,7518.25
13:20,7518.13,7518.13,7516.96,7517.3
13:21,7517.18,7518.21,7517.12,7517.12
13:22,7516.93,7517.01,7515.42,7516.22
13:23,7516.13,7517.08,7516.13,7516.77
13:24,7516.77,7517.57,7516.61,7517.42
13:25,7517.48,7517.48,7515.85,7515.93
13:26,7515.94,7516.65,7515.54,7516.44
13:27,7516.44,7516.58,7516.24,7516.53
13:28,7516.6,7518.47,7516.31,7517.66
13:29,7517.61,7517.9,7516.14,7516.18
13:30,7516.1,7517.4,7515.88,7517.31
13:31,7517.4,7518.38,7517.3,7517.81
13:32,7517.76,7518.01,7515.84,7516.44
13:33,7516.41,7516.7,7515.55,7516.1
13:34,7516.31,7516.31,7514.82,7514.82
13:35,7514.84,7515.77,7514.45,7515.54
13:36,7515.58,7516.53,7515.14,7516.52
13:37,7516.49,7517.86,7516.35,7517.82
13:38,7517.83,7518.39,7517.13,7517.33
13:39,7517.41,7519.32,7517.23,7519.28
13:40,7519.24,7519.3,7517.32,7517.5
13:41,7517.47,7517.6,7516.5,7517.09
13:42,7517.12,7517.63,7516.91,7516.98
13:43,7517.0,7517.42,7516.27,7516.27
13:44,7516.25,7517.11,7516.22,7516.67
13:45,7516.68,7517.63,7516.44,7517.19
13:46,7517.26,7517.69,7516.36,7517.26
13:47,7517.24,7517.28,7515.83,7516.05
13:48,7516.05,7516.31,7515.65,7515.81
13:49,7515.82,7516.71,7515.82,7515.97
13:50,7515.9,7516.16,7515.45,7515.92
13:51,7516.0,7516.81,7516.0,7516.58
13:52,7516.63,7516.78,7514.99,7515.31
13:53,7515.4,7515.4,7513.94,7513.94
13:54,7513.92,7513.92,7512.35,7512.37
13:55,7512.33,7512.33,7509.68,7511.86
13:56,7511.78,7512.08,7511.01,7511.44
13:57,7511.45,7512.23,7510.69,7510.87
13:58,7510.82,7511.25,7510.44,7510.44
13:59,7510.47,7510.47,7509.73,7510.1
14:00,7510.15,7511.97,7510.15,7511.6
14:01,7511.58,7511.6,7509.48,7509.88
14:02,7509.74,7510.02,7507.38,7508.32
14:03,7508.45,7509.06,7508.05,7508.51
14:04,7508.53,7509.83,7507.96,7509.5
14:05,7509.59,7510.19,7508.8,7509.38
14:06,7509.47,7510.0,7509.03,7509.96
14:07,7509.95,7512.37,7509.79,7512.37
14:08,7512.38,7512.59,7510.53,7510.53
14:09,7510.48,7510.53,7508.6,7508.63
14:10,7508.55,7509.39,7507.33,7509.34
14:11,7509.38,7509.72,7508.14,7508.23
14:12,7508.24,7508.27,7506.65,7506.9
14:13,7506.84,7507.69,7505.91,7506.54
